"","precio","superficie","distrito","fecha","ciudad","tipo"
"1243",1e+06,350,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1244",460000,122,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1245",410000,251,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1246",783100,580,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1247",783100,602,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1248",125000,42,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1249",1600000,800,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1250",260000,88,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1251",209000,85,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1252",1950000,483,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1253",1200000,433,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1254",550000,125,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1255",270000,138,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1256",1950000,473,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1257",360000,102,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1258",140000,51,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1259",285000,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1260",4e+05,84,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1261",1600000,850,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1262",540000,170,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1263",99000,78,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1264",425000,388,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1265",250000,116,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1266",830000,210,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1267",677900,130,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1268",1848000,431,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1269",625800,265,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1270",440000,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1271",225000,70,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1272",215000,48,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1273",1980000,646,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1274",680000,250,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1275",830000,191,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1276",240000,55,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1277",625000,246,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1278",995000,180,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1279",2190000,1140,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1280",3e+06,400,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1281",625800,282,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1282",1848000,386,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1283",8e+05,188,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1284",2700000,1897,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1285",330000,125,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1286",2e+06,1232,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1287",3150000,1618,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1288",1.5e+07,859,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1289",770000,570,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1290",677900,132,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1291",510600,649,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1292",1980000,631,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1293",265000,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1294",175000,60,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1295",290000,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1296",1200000,318,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1297",360000,102,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1298",1500000,320,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1299",440000,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1300",745000,310,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1301",4e+05,150,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1302",590000,53,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1303",2350000,610,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1304",1980000,631,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1305",229500,70,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1306",145000,70,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1307",677900,145,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1308",310000,135,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1309",390000,118,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1310",1200000,433,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1311",5e+05,212,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1312",1950000,505,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1313",550000,339,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1314",165000,60,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1315",495000,76,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1316",269000,69,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1317",677900,136,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1318",290000,125,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1319",169900,48,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1320",265000,88,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1321",264500,85,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1322",650000,150,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1323",1600000,800,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1324",8e+05,150,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1325",1050000,296,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1326",1399540,249,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1327",783100,580,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1328",510600,649,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1329",219000,71,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1330",699000,600,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1331",1205000,452,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1332",3e+05,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1333",1950000,505,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1334",175000,59,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1335",487400,120,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1336",310000,70,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1337",625800,281,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1338",266600,74,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1339",510600,650,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1340",215000,62,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1341",232700,91,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1342",430000,134,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1343",1950000,400,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1344",659998,325,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1345",714409,639,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1346",89000,60,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1347",1100000,450,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1348",783100,580,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1349",190000,75,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1350",440000,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1351",375000,356,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1352",783100,580,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1353",5e+05,200,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1354",680000,600,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1355",620000,130,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1356",549000,130,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1357",625800,281,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1358",225000,82,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1359",550000,125,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1360",10600000,3600,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1361",5e+05,220,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1362",5e+06,1028,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1363",588000,292,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1364",1650000,725,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1365",1848000,385,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1366",2e+05,65,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1367",320000,90,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1368",745000,310,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1369",1850000,1200,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1370",650000,350,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1371",1300000,428,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1372",650000,350,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1373",260000,90,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1374",330000,125,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1375",269000,70,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1376",1950000,505,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1377",1600000,880,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1378",1500000,1314,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1379",450000,180,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1380",255000,75,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1381",440000,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1382",170000,60,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1383",250000,80,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1384",215000,75,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1385",5e+06,1700,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1386",130000,31,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1387",1536000,230,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1388",380000,125,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1389",1100000,370,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1390",720000,420,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1391",660000,165,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1392",475000,200,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1393",299000,81,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1394",450000,128,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1395",690000,420,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1396",1950000,503,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1397",325000,75,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1398",1500000,202,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1399",1550000,990,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1400",850000,250,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1401",5e+05,260,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1402",280000,50,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1403",235000,90,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1404",1200000,235,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1405",560000,134,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1406",1972800,385,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1407",460000,136,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1408",250000,82,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1409",677000,132,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1410",450000,130,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1411",1650000,725,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1412",2500000,1200,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1413",2500000,242,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1414",3400000,1100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1415",6800000,2000,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1416",390000,120,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1417",1980000,631,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1418",1200000,383,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1419",110000,23,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1420",138000,69,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1421",570000,148,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1422",5e+05,190,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1423",560000,182,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1424",375000,125,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1425",1500000,300,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1426",188900,61,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1427",625800,281,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1428",60000,46,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1429",145000,42,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1430",1150000,219,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1431",622250,190,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1432",6e+05,260,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1433",82000,45,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1434",45000,40,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1435",264900,88,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1436",370000,160,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1437",1950000,1050,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1438",65000,170,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1439",260000,88,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1440",84000,59,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1441",84000,59,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1442",235000,84,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1443",125000,28,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1444",460000,136,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1445",505000,163,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1446",250000,152,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1447",310000,135,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1448",850000,370,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1449",1950000,573,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1450",550000,353,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1451",1200000,366,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1452",1600000,390,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1453",275000,160,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1454",235000,70,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1455",597000,249,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1456",1848000,386,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1457",2e+05,71,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1458",1972800,385,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1459",1848000,386,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1460",240000,120,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1461",515000,180,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1462",495000,250,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1463",360000,259,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1464",1700000,740,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1465",175000,50,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1466",783100,508,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1467",225750,55,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1468",515000,180,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1469",1200000,240,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1470",1200000,110,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1471",925000,237,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1472",625800,281,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1473",1050000,400,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1474",250000,98,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1475",510600,649,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1476",390000,250,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1477",1200000,318,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1478",80000,45,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1479",597000,243,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1480",750000,160,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1481",850000,150,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1482",189000,50,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1483",220000,74,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1484",505000,200,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1485",65000,120,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1486",520000,180,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1487",78000,48,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1488",520000,110,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1489",783100,580,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1490",677900,136,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1491",260000,88,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1492",1400000,632,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1493",650000,348,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1494",530000,160,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1495",215000,40,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1496",380000,135,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1497",2e+05,135,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1498",505000,165,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1499",360000,180,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1500",600656,320,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1501",650000,90,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1502",220000,104,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1503",330000,125,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1504",1848000,386,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1505",120000,100,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1506",325000,176,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1507",175000,62,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1508",1600000,256,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1509",1980000,500,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1510",130000,28,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1511",8e+05,363,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1512",310000,70,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1513",160000,50,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1514",127000,50,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1515",110000,40,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1516",49000,80,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1517",80000,52,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1518",470000,151,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1519",1950000,505,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1520",515000,180,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1521",191000,59,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1522",1350000,395,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1523",175000,60,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1524",199000,117,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1525",475000,85,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1526",3e+05,117,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1527",3600000,1700,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1528",1848000,386,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1529",3600000,1700,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1530",1250000,585,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1531",5936000,3500,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1532",160000,42,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1533",1600000,800,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1534",420000,90,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1535",325000,134,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1536",5e+05,136,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1537",220000,35,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1538",620000,148,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1539",1300000,420,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1540",120000,50,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1541",45000,110,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1542",395000,500,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1543",1200000,420,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1544",139000,35,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1545",995000,180,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1546",225000,90,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1547",75000,31,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1548",510000,140,"chamberi","Thu Jan 05 19:20:24 2017","madrid","venta"
"1549",87000,189,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1550",3e+05,98,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1551",249000,155,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1552",2e+06,510,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1553",120000,45,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1554",115000,165,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1555",98500,35,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1556",1250000,221,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1557",59000,52,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1558",420000,210,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1559",60000,60,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1560",2200000,1000,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1561",575000,250,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1562",260000,271,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1563",198000,167,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1564",119900,132,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1565",99000,82,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1566",240000,130,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1567",2200000,1000,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1568",480000,380,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1569",420000,187,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1570",1235000,332,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1571",158000,98,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1572",130000,94,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1573",125000,67,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1574",5e+05,200,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1575",531100,223,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
"1576",121000,71,"ciudad-lineal","Thu Jan 05 19:20:24 2017","madrid","venta"
